"0","","Yoda",""
"710","Simon","Yoda",""
"710","Simon","Yoda",""
"710","Simon2",Yoda,""
"810","Simon",Yoda,""
"110","Simon6",Yoda,""
"210","Simon",Yoda,"Mittel"
"510","Simon9","Darth Vader","Schwer"
"810","Komischer Typ","Yoda","Leicht"
"400","Luke","Yoda","0"
"330","","Yoda","Einfach"
"2090","No Name","Yoda","Einfach"
